species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,6103399.935140001,5900539.739374572,96.6762755526232,99.67602440515431,1809.0781336797475,5.514870694385913,907.6957704393828,37.47736287667632,8.941026910252276
NOX,54573.29712361,50296.09877727645,92.16247034397503,101.51455840142572,1494.4314810093915,4.555688461405837,7.1461714657921656,32.998468194081894,-0.353215288097231
NO,14768.9771833568,12251.126091130936,82.9517571801571,99.12206866379081,3292.1775213697247,10.03601392074092,4.248767159297593,72.49583440006639,0.1617245985133623
NO2,31967.253575268984,28557.224764094808,89.33274388697471,101.1557789072101,2948.3371690233585,8.987836372519014,4.420494416459267,34.84705341748652,0.12462868755093304
SO2,3865.186065226,2813.5815734284024,72.7929141300961,94.23480131414806,7492.685024523264,22.841019574957972,1.6152475857755086,105.30990869429934,0.08875737979485415
H2S,3001.6577404,2914.5012547431093,97.09638828958307,105.44002220082167,2029.7844169206226,6.1876811113888355,0.7711481582353571,64.74067088322126,-0.0813864507712686
Benzene,651.14,745.5280554907981,114.49581587535678,98.08055367254306,3223.2667975744052,9.825943540632615,0.33248211399493816,128.67508174390213,0.04515419878953415
Toluene,1771.9,1937.5448383649941,109.34843040606096,102.00329868926909,2380.077693633275,7.255530028590443,0.6881861013423124,97.87397569742238,0.05626581903758188
Ethylbenzene,294.65,264.6656030721569,89.82372410390528,105.85439425007145,2585.1038865584906,7.880540591647166,0.15486152510804158,132.44562812566258,0.027584748119465034
PM1 FIDAS,10074.35,9922.577716211286,98.49347815205235,100.95087567524448,1914.7991488359996,5.8371551316423735,0.7304632533403974,18.27182298031934,-0.045854631178320227
PM2.5 FIDAS,14615.789999999999,14627.985500117436,100.08344058116214,99.94153698784996,358.19173308312037,1.0919269073986244,0.3619640899923171,6.240849839664083,0.008895172935990625
PM4 FIDAS,18911.13,18773.09590322181,99.27009069908465,99.50745278921141,588.9260993528787,1.7953073590436475,0.8515845813845042,11.34777850445188,0.03465905886700643
PM10 FIDAS,25396.71,24524.8804934726,96.56715572006217,99.91356367691891,1019.739795430498,3.1086181459060644,2.0641270036637986,20.48139325618465,-0.01591365241647491
TSP FIDAS,32564.510000000002,29931.166700565518,91.91345639951443,99.89884864095993,1667.0375563635394,5.081868159740562,3.967793189232114,30.70471146921887,0.06034540706412361
