,CH4,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
Factor_1,0.0006169295767917982,1.1173294840975707,0.2568475822188547,0.6737408896405671,0.014315600508888785,0.0159620261285886,0.0002803632804541998,0.0012884818170680887,8.43023379696384e-06,5.492185658871352e-23,0.00389036638672,0.004649696422559174,0.001565571120920892,6.128199384566398e-09
Factor_2,0.0018961304600236132,0.2342762786984107,1.447487418987543e-11,0.2297208010208169,0.0195314142184352,3.338027964830548e-07,0.018874128815094104,0.0002772375455087221,0.00044846728257074645,0.39055224768994196,0.5037197624864765,0.5640858389062967,0.5864812256015393,0.6153932752321668
Factor_3,274.60044534370013,0.45070360376662283,0.2527161465186749,0.08018500503872289,0.10462635182874264,0.08249263268289417,0.019977893484023904,0.06208154270530175,0.007420369326731403,2.1410307619089203e-12,0.019406999042008686,0.08282626383834894,0.2761857967447887,0.4352464250054733
