species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,422631.88017,116612.68387568595,27.59202259630284,27.663548384517696,14544.61685639386,88.49811121529562,1099.5851961787725,74.15005720460441,1037.8941653540335
NOX,3387.7455430600003,2809.177200980634,82.92172966577735,102.71070785051803,368.01362119276206,2.2392140472743707,6.291681113331594,52.92986425656546,0.08138803970053132
NO,954.6985602335999,848.8964662864988,88.917748663912,101.48009380432556,271.30083511259903,1.6507558580371036,1.2668333646767296,37.81795887955725,0.015903379222931946
NO2,1926.628360898495,1484.2183546089366,77.03708638010302,103.49050465912862,506.6323010690077,3.0826526520398594,4.627616966338493,68.45486457966429,0.05914267380719984
SO2,219.47800022200002,215.4226187937213,98.15226062558582,99.0315506273658,111.31783942784571,0.6773240320594072,0.19088567493345993,24.78718472968066,0.02856684387450703
H2S,142.76698534999997,160.64121079100252,112.51985912372041,103.57380865708592,180.67605176152273,1.0993407032033788,0.3323665700705471,66.34900375453361,-0.13596301970880087
Benzene,44.809999999999995,54.42717742735119,121.46212324782681,99.07645155074891,22.69415656503941,0.13808476438121464,0.0911311524317521,57.96112127437927,-0.010354269421594925
Toluene,103.995,96.49849478284567,92.79147534289693,99.07856925169035,69.77991749288016,0.42458257648528835,0.0752363903388426,20.618655941699252,0.040876378982344586
Ethylbenzene,11.62,11.046457648760757,95.06417942134902,99.81074930276914,27.18530507779576,0.1654115867025326,0.010104399033815051,24.782734291198707,0.002706069615081394
PM1 FIDAS,495.39,519.5775629673873,104.8825295156114,102.10721102726495,55.23600822340746,0.3360887706502349,0.31719700793231015,18.248480441815214,-0.10724857898351248
PM2.5 FIDAS,677.79,702.6717805353278,103.67101617541243,101.77892895766375,87.97703985065102,0.5353047064744606,0.4071027839811689,17.11802968982032,-0.011175909246198046
PM4 FIDAS,847.8000000000001,877.7631552089954,103.53422448796832,101.05345427585492,49.78804834042365,0.30294013810933557,0.46793546205152814,15.730314541718036,-0.002318717933911252
PM10 FIDAS,1163.3400000000001,1181.4864577341957,101.5598584879911,100.14111844910391,50.72423236374429,0.30863643926541534,0.6122446280450872,14.999030291475393,-0.03058412596573179
TSP FIDAS,1461.51,1450.6796344292402,99.2589605564957,99.6124402231693,89.00386299457598,0.5415525100217615,1.028726995432457,20.060567064081003,0.038957802769456595
