burst_number,q_true_start,q_true_end,q_robust_start,q_robust_end,objective_reduction,relative_change,species_name,lambda_value,converged,iterations_used
1,,6729.457176533597,,6441.523185051644,0.0,0.7510960000144257,CH4,2.0,False,50
2,6729.457176533597,3687.0765802811993,6441.523185051644,3644.027536471118,2797.495648580526,0.7366986076971788,CH4,2.0,False,50
3,3687.0765802811993,2826.533467367614,3644.027536471118,2814.3603689796946,829.6671674914232,0.7273970949286936,CH4,2.0,False,50
4,2826.533467367614,2611.4768643908915,2814.3603689796946,2600.8969911319095,213.46337784778507,0.7263803053264067,CH4,2.0,False,50
5,2611.4768643908915,2448.113822642036,2600.8969911319095,2438.8126302867468,162.0843608451628,0.7249312823197261,CH4,2.0,False,50
