burst_number,q_true_start,q_true_end,q_robust_start,q_robust_end,objective_reduction,relative_change,species_name,lambda_value,converged,iterations_used
1,,6729.457176533597,,6441.523185051644,0.0,0.6059880040616745,CH4,1.0,False,50
2,6729.457176533597,3686.8375626450093,6441.523185051644,3643.8169380699073,2797.7062469817365,0.5879950226425983,CH4,1.0,False,50
3,3686.8375626450093,2825.704254317206,3643.8169380699073,2813.6004556169296,830.2164824529777,0.5758220341468792,CH4,1.0,False,50
4,2825.704254317206,2610.0750506596814,2813.6004556169296,2599.5627733483707,214.0376822685589,0.5751016927194854,CH4,1.0,False,50
5,2610.0750506596814,2446.4715635453595,2599.5627733483707,2437.189343897976,162.37342945039472,0.574016224264963,CH4,1.0,False,50
