burst_number,q_true_start,q_true_end,q_robust_start,q_robust_end,objective_reduction,relative_change,species_name,lambda_value,converged,iterations_used
1,,415259.6983341074,,363975.79896742484,0.0,0.4316221121435096,CH4,20.0,False,50
2,415259.6983341074,332041.42895104166,363975.79896742484,292562.5017391103,71413.29722831456,0.4420641009185668,CH4,20.0,False,50
3,332041.42895104166,297282.0937782229,292562.5017391103,262167.7927765997,30394.708962510573,0.4534372257204642,CH4,20.0,False,50
4,297282.0937782229,277304.7890775012,262167.7927765997,246342.0587136203,15825.734062979405,0.46155815085252183,CH4,20.0,False,50
5,277304.7890775012,260561.4855038918,246342.0587136203,234934.59834786874,11407.460365751554,0.4750161631312191,CH4,20.0,False,50
