species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,26036087.828600004,9773207.244205432,37.537157304676946,58.03338841149892,187972.31910736943,47.07494485677565,4872.88220544808,154.55571327573762,656.3063371323905
NOX,191081.412031,140299.31349573168,73.42384170416864,101.10506949360156,24260.239909303647,6.075625716413493,17.35092574430667,74.98581011806573,1.9358713217872685
NO,57653.7743294048,35593.65807728528,61.73690879962333,101.52042546505899,28128.614071927223,7.044403998533124,8.966908206336369,128.43691298482625,0.45291708937450437
NO2,102782.5659296298,67439.25601102842,65.61351665145311,93.1394945590832,42008.64645977322,10.520457081087734,8.717875144507534,70.04321432550417,2.590063689544105
SO2,10597.358641081999,7553.75317504879,71.27958419530799,82.81090180507668,30473.623318365106,7.631677600778979,1.3038994223438602,101.60646435021677,0.21454064669972484
H2S,18060.11789125,10476.361201748576,58.00826586422395,105.14937620214825,24228.484262954935,6.067672974712715,4.363091231614138,199.50261458772664,-0.06567849032214401
Benzene,2531.6299999999997,3020.0951522302075,119.29449217422008,98.38930650971609,6861.40804377478,1.7183402685798508,0.26884652286657995,87.69585546988372,0.0015576664130924622
Toluene,7596.669999999999,8837.19539986477,116.32985768586461,101.01373976902416,5850.3757255286155,1.4651418675819334,0.7929828748950679,86.20161966866367,0.004239371873164588
Ethylbenzene,1606.7699999999998,1584.0958697552283,98.58883783959301,107.07482098817287,6973.031843423805,1.7462948325184922,0.20806109288101313,106.93307100651658,0.024296609740474706
PM1 FIDAS,40366.369999999995,38266.84544166083,94.79882744388667,106.42346966312681,17566.624221130267,4.399306613103261,1.5325328985883833,31.351981058843958,-0.21996052257544352
PM2.5 FIDAS,52979.51000000001,52114.184277718065,98.36667850970697,102.38148702542648,5215.916149310461,1.306250655800571,0.9120824208235595,14.21677292062715,-0.13515260698110954
PM4 FIDAS,63972.72000000001,63173.061923910725,98.7500014442261,99.90295054893306,4228.499689775823,1.0589665045808643,1.1296141368003372,14.581767887463881,-0.04279849128831348
PM10 FIDAS,79478.62999999999,76391.23372020882,96.11543847724707,97.70443042604263,6840.213955864502,1.713032516223526,2.3986799157710417,24.922798423220513,0.159936884639168
TSP FIDAS,96696.62,88380.4191226619,91.39969848238945,95.8429256779009,8696.388364562192,2.1778845133098153,4.196831034586736,35.841408607268036,0.46169373874669084
