datetime,PC1,PC2,PC3
2023-10-01 02:30:00,-1.521086065840145,-1.0076250684435009,-1.4723369563103001
2023-10-01 02:35:00,-1.5250736263691702,-0.18139543638689903,-1.443738812479665
2023-10-01 02:40:00,-1.4932121518387278,-0.16063807358458107,-1.5245864847864143
2023-10-01 02:45:00,-1.8041066478174195,-0.1630835507276237,-1.400587302765428
2023-10-01 02:50:00,-1.8056260565986628,-0.16755404882404723,-1.4654935333287848
2023-10-01 02:55:00,-1.8007738624106486,-0.17880781756776562,-1.3309158608569416
2023-10-01 03:00:00,-1.856056575426273,-0.19157414847099155,-1.3671417058756818
2023-10-01 03:05:00,-1.8318829135433188,-0.17490287596976367,-1.5113767658282973
2023-10-01 03:10:00,-1.8068652635465614,-0.16542281057000563,-1.4613306848929757
2023-10-01 03:15:00,-2.1134453742021364,-0.16446787333888502,-1.4365097294686349
2023-10-01 03:20:00,-2.1279719422645393,-0.16524813008038317,-1.483696899150833
2023-10-01 03:25:00,-2.1124203833546757,-0.15819135569792633,-1.5080429244084592
2023-10-01 03:30:00,-2.1374125377307402,-0.7814733565550825,-1.4787030457957386
2023-10-01 03:35:00,-2.1429178587333664,-0.16171316926661747,-1.510974526069087
2023-10-01 03:40:00,-2.1297956792873483,-0.15346522812848593,-1.566930196240847
2023-10-01 03:45:00,-2.195341874493222,-0.15982541146406948,-1.4977034063240857
2023-10-01 03:50:00,-2.205486810987762,-0.1724493723495976,-1.3575403788946996
2023-10-01 03:55:00,-2.184705058489813,-0.16112603055566366,-1.336682724792472
2023-10-01 04:00:00,-2.3543259405054457,-1.174217658089964,-1.2900034954664332
2023-10-01 04:05:00,-2.366703237112327,-0.1625778892130561,-1.4248456053839111
2023-10-01 04:10:00,-2.3498563637930943,-0.14936907210600367,-1.4831961792248338
2023-10-01 04:15:00,-2.444783779341775,-0.160336731062499,-1.3749364375583513
2023-10-01 04:20:00,-2.4604201385643094,-0.16158113247411496,-1.3719822364134138
2023-10-01 04:25:00,-2.4528551625114012,-0.1668300599442954,-1.3953073781077483
2023-10-01 04:30:00,-2.829310724504962,-1.1445574057939152,-1.4129434391083957
2023-10-01 04:35:00,-2.8221925673866566,-0.15225864386432034,-1.486184459926215
2023-10-01 04:40:00,-2.840975370702611,-0.15694791009670317,-1.4347078675581895
2023-10-01 04:45:00,-2.72654617926442,-0.14561239290978417,-1.5470596653256257
2023-10-01 04:50:00,-2.7615437472556112,-0.1694972916850449,-1.323243292455477
2023-10-01 04:55:00,-2.7596853773504644,-0.1601534395679581,-1.4258158557315261
2023-10-01 05:00:00,-2.81292812419095,-1.207845223079334,-1.4404381578343055
2023-10-01 05:05:00,-2.836451593344005,-0.15905206607178635,-1.3728587406084647
2023-10-01 05:10:00,-2.8290116768784754,-0.16167487900750885,-1.39779437114502
2023-10-01 05:15:00,-2.8217303112793237,-0.18042783058791034,-1.337147417164327
2023-10-01 05:20:00,-2.8232294606680006,-0.1697545094161132,-1.4212816024263477
2023-10-01 05:25:00,-2.818104568472707,-0.15853730473358815,-1.5232411305978946
2023-10-01 05:30:00,-3.0412140934403715,-1.6525944042940055,-1.4991260565845177
2023-10-01 05:35:00,-3.001939593631952,-0.12336243536804091,-1.75107894233676
2023-10-01 05:40:00,-3.0064781442233155,-0.12143723472100619,-1.8120549350693163
2023-10-01 05:45:00,-2.932775241422559,-0.13226386842726162,-1.6848283818272685
2023-10-01 05:50:00,-2.9612240943442876,-0.14758985933482666,-1.4928473086470366
2023-10-01 05:55:00,-2.9619427384536947,-0.14763099778566935,-1.5047185903300242
2023-10-01 06:00:00,-2.8991796252754476,-1.4383124478452174,-1.443820183197904
2023-10-01 06:05:00,-2.9218984358310047,-0.16031601595596884,-1.4491216961153666
2023-10-01 06:10:00,-2.9253973843405494,-0.15880714048074585,-1.4959718489357683
2023-10-01 06:15:00,-2.899644332723018,-0.1511518462804173,-1.427680244205254
2023-10-01 06:20:00,-2.9090165955525826,-0.16090440144609847,-1.3207893906230905
2023-10-01 06:25:00,-2.8985438694616574,-0.15072162312907358,-1.407147088681396
2023-10-01 06:30:00,-2.874370643126347,-1.3533960839655164,-1.344496453971009
2023-10-01 06:35:00,-2.8752168815000916,-0.16708720771130933,-1.317578018186971
2023-10-01 06:40:00,-2.8752345563573205,-0.16784582939916248,-1.3227243552831842
2023-10-01 06:45:00,-2.9948499644523077,-0.16704021625903445,-1.2368248886146587
2023-10-01 06:50:00,-2.9843375620953103,-0.15543912345402328,-1.3776080933476285
2023-10-01 06:55:00,-2.982210263430983,-0.15683821811146204,-1.3522102759499466
2023-10-01 07:00:00,-3.1762636360296788,-1.27803047580314,-1.290398834504856
2023-10-01 07:05:00,-3.18301631368338,-0.14142981762624643,-1.3894735030062881
2023-10-01 07:10:00,-3.1900349426681327,-0.14652672333113134,-1.3430410608976975
2023-10-01 07:15:00,-3.088147909316913,-0.16108348927311086,-1.3104178329257279
2023-10-01 07:20:00,-3.0651723820019243,-0.15391209464353436,-1.342420936822592
2023-10-01 07:25:00,-3.0825093320763046,-0.1552196171782047,-1.3742268050914659
2023-10-01 07:30:00,-2.873434576541096,-1.4117098676506872,-1.3872725065651683
2023-10-01 07:35:00,-2.8827948850745915,-0.16610278126491593,-1.3956540386090193
2023-10-01 07:40:00,-2.883245265969562,-0.16280605302277248,-1.4357416746918648
2023-10-01 07:45:00,-2.804966573705089,-0.17563225052188836,-1.368561507208648
2023-10-01 07:50:00,-2.790337590674766,-0.16720816006836237,-1.4632076072762685
2023-10-01 07:55:00,-2.7920625438280244,-0.1591877707115341,-1.5038342099117306
2023-10-01 08:00:00,-2.822158683549514,-1.4341850451281692,-1.4713661419143496
2023-10-01 08:05:00,-2.835900983898286,-0.15232864400314838,-1.4144388912424406
2023-10-01 08:10:00,-2.8560945805442493,-0.16066477757472594,-1.3884025758100225
2023-10-01 08:15:00,-2.7332948524007183,-0.14233571040337606,-1.6431168680914605
2023-10-01 08:20:00,-2.7646307965785675,-0.16215900009874934,-1.1416774959092209
2023-10-01 08:25:00,-2.7818784742172817,-0.15921284539637115,-1.2731191344369268
2023-10-01 08:30:00,-2.7278922104404235,-1.42037989881938,-1.2804190366353985
2023-10-01 08:35:00,-2.7665234389662823,-0.167158171440246,-1.179201924734636
2023-10-01 08:40:00,-2.7416102953328623,-0.16517688407231945,-1.0898479915878871
2023-10-01 08:45:00,-2.612394214348828,-0.17183422815010915,-1.1591131981146474
2023-10-01 08:50:00,-2.6331756794389203,-0.17393074276069026,-1.1371541962655682
2023-10-01 08:55:00,-2.632678154311878,-0.18132540500576722,-1.0501584078604393
2023-10-01 09:00:00,-2.87240184196923,-1.3077030316781968,-1.1700339527224615
2023-10-01 09:05:00,-2.8994997458143916,-0.1756975771151882,-1.139824779016258
2023-10-01 09:10:00,-2.8809396301665844,-0.1642585991853665,-1.2129605661983982
2023-10-01 09:15:00,-2.5993646898557956,-0.18556839954201007,-1.2227072626442248
2023-10-01 09:20:00,-2.6145121251089214,-0.17968931565007348,-1.2621021686288492
2023-10-01 09:25:00,-2.590471533237304,-0.17179099084032326,-1.3757041926813043
2023-10-01 09:30:00,-2.5961346321701355,-1.4948047576515853,-1.3606317325029618
2023-10-01 09:35:00,-2.600692498957133,-0.17502828558926645,-1.3418015627970086
2023-10-01 09:40:00,-2.617955272053149,-0.18765720329135258,-1.252484825022452
2023-10-01 09:45:00,-2.7056615123553938,-0.18792171875756897,-1.19612090256562
2023-10-01 09:50:00,-2.722706195756831,-0.19294244071457453,-1.1924238084744685
2023-10-01 09:55:00,-2.715790706818187,-0.18747906765570205,-1.2381747943578134
2023-10-01 10:00:00,-2.8290297340209962,-1.2957247626632682,-1.0977065687975545
2023-10-01 10:05:00,-2.834056740797143,-0.17891256286051274,-1.1591241351937636
2023-10-01 10:10:00,-2.8536189570054384,-0.18996563300065206,-1.096852708150253
2023-10-01 10:15:00,-3.098017333526668,-0.1755351065679629,-1.0652865707314547
2023-10-01 10:20:00,-3.0945272395742625,-0.1744077850341739,-1.0658416855925847
2023-10-01 10:25:00,-3.0880904023577336,-0.17075812528916273,-1.0278167430875482
2023-10-01 10:30:00,-2.7577720145495914,-0.1800539905216705,-1.1435954290716952
2023-10-01 10:35:00,-2.747975713640295,-0.17391628522044972,-1.2554190380902386
2023-10-01 10:40:00,-2.777478981128426,-0.17728911847215262,-1.2403601099663335
2023-10-01 10:45:00,-2.7195844771379956,-0.17404521484760976,-1.2370815874765406
2023-10-01 10:50:00,-2.7001178484918844,-0.1742349894639293,-1.244624779935067
2023-10-01 10:55:00,-2.7136128712273866,-0.1821325945275642,-1.1282851047827838
2023-10-01 11:00:00,-2.8151429220687025,-1.0696896995841367,-1.2235113110317508
2023-10-01 11:05:00,-2.7928397522435287,-0.1534374660961786,-1.2401272961286471
2023-10-01 11:10:00,-2.773000057183246,-0.15127156007720377,-1.1397376185617636
2023-10-01 11:15:00,-2.755786094159136,-0.16285310222111798,-1.1298528433055874
2023-10-01 11:20:00,-2.7658484266943097,-0.16162898225617528,-1.1651236012022315
2023-10-01 11:25:00,-2.756702958408145,-0.14839955747046915,-1.2534286244211406
2023-10-01 11:30:00,-2.650336724342361,-1.559712905425908,-1.209241517724261
2023-10-01 11:35:00,-2.655761035603165,-0.1476021063588444,-1.1743580396268207
2023-10-01 11:40:00,-2.677764406243584,-0.16666847923487438,-1.1704146371405328
2023-10-01 11:45:00,-2.7256915486445537,-0.15798828854790295,-1.1264867467626134
2023-10-01 11:50:00,-2.701265857479498,-0.1285688251856501,-1.2057423853786833
2023-10-01 11:55:00,-2.7087197743126943,-0.13967485263551244,-1.2186911185589888
2023-10-01 12:00:00,-2.7203085171017287,-1.5383034358745107,-1.0393329609653568
2023-10-01 12:05:00,-2.715089769597272,-0.14422406243890307,-1.116687503186546
2023-10-01 12:10:00,-2.6919076462613454,-0.13840224811302818,-1.167854721101487
2023-10-01 12:15:00,-2.719380597655253,-0.15719888389568243,-0.9464621614945669
2023-10-01 12:20:00,-2.7061287047196787,-0.1443557510144767,-1.0488897122648009
2023-10-01 12:25:00,-2.7350715176262037,-0.15821685886664552,-1.0574461355998688
2023-10-01 12:30:00,-3.166906315331012,-1.467928891921705,-1.0476598477322825
2023-10-01 12:35:00,-3.1668637086631777,-0.13624146388314773,-1.139915886523233
2023-10-01 12:40:00,-3.1640444526584526,-0.131683337208519,-1.1865935621505361
2023-10-01 12:45:00,-3.161131254882329,-0.1267721840827107,-1.2383553012303197
2023-10-01 12:50:00,-3.174926000888384,-0.1488421246206117,-1.1137953248137145
2023-10-01 12:55:00,-3.185503923648716,-0.1512033529548195,-1.1073252143211296
2023-10-01 13:00:00,-2.8913020305586876,-1.665730234010543,-1.0091529376477517
2023-10-01 13:05:00,-2.900760826529848,-0.1744118673667778,-0.9846015653602558
2023-10-01 13:10:00,-2.8923796004911586,-0.16481072035060118,-1.1084759546004865
2023-10-01 13:15:00,-2.9396034772550705,-0.15693830366695144,-1.1073408246033274
2023-10-01 13:20:00,-2.950775773120009,-0.15538931909293277,-1.1183967981602991
2023-10-01 13:25:00,-2.9671240147367266,-0.16360543967485588,-1.1455144112442335
2023-10-01 13:30:00,-3.148084098900532,-1.708710402701002,-0.864430177891514
2023-10-01 13:35:00,-3.186432926272523,-0.17072173506137364,-0.7341490476065121
2023-10-01 13:40:00,-3.1680384466665763,-0.15973652117541634,-0.8798758180370098
2023-10-01 13:45:00,-3.1726309773041006,-0.16074027655402753,-0.9604902704004239
2023-10-01 13:50:00,-3.1661995573279023,-0.14992150498713158,-1.1080588197429289
2023-10-01 13:55:00,-3.1723896199684676,-0.14789467971978387,-1.1309045911174074
2023-10-01 14:00:00,-3.1696291402370806,-1.2131816773006903,-1.071272187873538
2023-10-01 14:05:00,-3.1654513638677533,-0.14715264755565466,-1.1423860410492648
2023-10-01 14:10:00,-3.1690407028409515,-0.14781863169708886,-1.0763213133141338
2023-10-01 14:15:00,-3.0884835317889854,-0.17066448960883387,-0.9352956095328133
2023-10-01 14:20:00,-3.0851314866049586,-0.17341557704899294,-0.9629320013732713
2023-10-01 14:25:00,-3.0760329595283955,-0.17595380780537126,-0.8963810707613085
2023-10-01 14:30:00,-3.154083764311443,-1.35250849889157,-0.9143344163165421
2023-10-01 14:35:00,-3.1425842521843235,-0.1687004132372148,-0.7186095089407281
2023-10-01 14:40:00,-3.1148748592896323,-0.1819709846451907,-0.36178725499870684
2023-10-01 14:45:00,-3.158298641385591,-0.16888493765298357,-0.8453162713144671
2023-10-01 14:50:00,-3.1672372385705265,-0.13876697339940172,-1.1302016065090013
2023-10-01 14:55:00,-3.1649911149431413,-0.14056097636397735,-0.9544396211616816
2023-10-01 15:00:00,-3.1439271535306,-1.740233167158242,-0.8987684074817995
2023-10-01 15:05:00,-3.1690116577762373,-0.15367367457804856,-0.8971643035649329
2023-10-01 15:10:00,-3.1647145747119967,-0.14930764309106867,-1.0287804369024471
2023-10-01 15:15:00,-2.881692046308069,-0.1636265467209467,-1.164750149616282
2023-10-01 15:20:00,-2.883768767997151,-0.1822798925341047,-0.8026401616765125
2023-10-01 15:25:00,-2.85771622272954,-0.18208433248863837,-0.5326242235820432
2023-10-01 15:30:00,-3.0925409048191956,-1.4365249555305262,-0.24389102588879233
2023-10-01 15:35:00,-3.1320211782794667,-0.17288338778517634,-0.35182151207985535
2023-10-01 15:40:00,-3.1473080011714627,-0.1595811915298583,-0.7198313529732756
2023-10-01 15:45:00,-3.073330475892674,-0.16171241980253204,-0.9263420921252036
2023-10-01 15:50:00,-3.088655424233607,-0.16929863817449986,-0.9667135388230961
2023-10-01 15:55:00,-3.07980752882865,-0.1787434003047329,-0.8843089088754097
2023-10-01 16:00:00,-2.7487214236683113,-1.665205873356486,-0.9976055014374321
2023-10-01 16:05:00,-2.7677448369610196,-0.16549556115578182,-1.1131793560258083
2023-10-01 16:10:00,-2.7765647550663672,-0.1707272340082036,-0.9822378252655148
2023-10-01 16:15:00,-2.7026696116682074,-0.16367617087781627,-0.9840843312697619
2023-10-01 16:20:00,-2.717551665589337,-0.18261732825796242,-0.9270389946346742
2023-10-01 16:25:00,-2.7117309565850864,-0.18636943056145047,-0.8570579667147752
2023-10-01 16:30:00,-2.616564429279712,-1.3108155447884682,-0.8585938558735301
2023-10-01 16:35:00,-2.6398989598656106,-0.18805760658561468,-0.8899123105421131
2023-10-01 16:40:00,-2.6376680097487437,-0.17151329305478402,-1.0686471987772703
2023-10-01 16:45:00,-2.546750422274293,-0.1934634715849554,-0.9949256162263769
2023-10-01 16:50:00,-2.4595353449486574,-0.20868032932724098,-0.17367787367395351
2023-10-01 16:55:00,-2.397653403972446,-0.2767996893069136,0.6637739980914908
2023-10-01 17:00:00,-2.4548460356693966,-1.6868367109483764,-0.25215683271155154
2023-10-01 17:05:00,-2.5099729570419678,-0.2023337415881013,-0.6061629449925178
2023-10-01 17:10:00,-2.515325120175905,-0.21173711231922654,-0.6205602423762271
2023-10-01 17:15:00,-2.5460436011560152,-0.1800964837823495,-0.9297885942440994
2023-10-01 17:20:00,-2.549680060194187,-0.1787528703914178,-0.8585432388764211
2023-10-01 17:25:00,-2.549700858995386,-0.1896129900070849,-0.6718658486621251
2023-10-01 17:30:00,-2.3437023075781247,-1.4671544566074661,-0.6903447702225753
2023-10-01 17:35:00,-2.3523564506343155,-0.1988187682174936,-0.8479084572824751
2023-10-01 17:40:00,-2.369971228651547,-0.2121972872177672,-0.7276333031463939
2023-10-01 17:45:00,-2.5727630977709945,-0.19928448692269296,-0.679680251233043
2023-10-01 17:50:00,-2.561161300781982,-0.19272131064423234,-0.7710019322812794
2023-10-01 17:55:00,-2.5532785157566384,-0.19136101000244046,-0.8274215212419188
2023-10-01 18:00:00,-2.3473120793108126,-0.2075263927769645,-0.8844597008281918
2023-10-01 18:05:00,-2.3280316366647305,-0.19054458478846845,-1.0416149787205478
2023-10-01 18:10:00,-2.3327326181433703,-0.18352665209392485,-1.0725826510035104
2023-10-01 18:15:00,-2.1519772805469093,-0.1944844740359932,-1.025605288907472
2023-10-01 18:20:00,-2.1608682084025364,-0.20431017426353884,-0.9755546173112395
2023-10-01 18:25:00,-2.159509099067684,-0.2140614775276788,-0.8877690029322576
2023-10-01 18:30:00,-2.217790085362304,-0.638885732048016,-0.858172075756175
2023-10-01 18:35:00,-2.2282342454117248,-0.17940916267953266,-0.9534091796017793
2023-10-01 18:40:00,-2.2522518914247645,-0.17636298998990838,-1.101765768095312
2023-10-01 18:45:00,-2.1800078932593037,-0.18057806582870634,-1.105350726907602
2023-10-01 18:50:00,-2.155976911732623,-0.18491891768464966,-0.8279384855444729
2023-10-01 18:55:00,-2.094932574235588,-0.2030777664151601,-0.22776233885345
2023-10-01 19:00:00,-1.6374557790017588,-1.3810436871718585,-0.023420543615226122
2023-10-01 19:05:00,-1.6523508021050872,-0.25844180263290445,-0.18046209056703472
2023-10-01 19:10:00,-1.7032784245726298,-0.19132428762735354,-0.7853271595508484
2023-10-01 19:15:00,-1.6544124989540856,-0.13255404060781134,-1.101638902450354
2023-10-01 19:20:00,-1.6592688044534027,-0.13608218182842144,-1.237263797927545
2023-10-01 19:25:00,-1.6687741755041956,-0.12735370867624266,-1.1691252780442543
2023-10-01 19:30:00,-1.5671296534220784,-0.7106035087442155,-0.7759429174674829
2023-10-01 19:35:00,-1.5574964097005919,-0.2183846358633732,-0.39548072245707994
2023-10-01 19:40:00,-1.5358043152264547,-0.23497682648589188,-0.25799045476869675
2023-10-01 19:45:00,-1.8217776559897723,-0.21401699072366884,-0.2154986675084886
2023-10-01 19:50:00,-1.831536183311168,-0.1966275814420513,-0.575603566501952
2023-10-01 19:55:00,-1.8153982642071371,-0.21655580968492547,-0.30348709060198753
2023-10-01 20:00:00,-1.4331055258324783,-0.40628745690936185,0.8729376158938509
2023-10-01 20:05:00,-1.4157902751581741,-0.3004676320530805,0.6071745840404994
2023-10-01 20:10:00,-1.4328004756357442,-0.28138656036049514,0.35004027559278555
2023-10-01 20:15:00,-1.7108289374489263,-0.2619348056348585,0.5399794417075261
2023-10-01 20:20:00,-1.6621091533141,-0.3064455432572313,1.3348715083246463
2023-10-01 20:25:00,-1.73757047202368,-0.27494968657663504,0.7233904243301179
2023-10-01 20:30:00,-1.5767183067783042,-1.0328103379534037,1.7283490746771883
2023-10-01 20:35:00,-1.7069623299095122,-0.2994820141888606,0.4845468203941706
2023-10-01 20:40:00,-1.734548221732507,-0.2689058901993222,0.4046137465046733
2023-10-01 20:45:00,-1.0978763983365223,-0.35912205460960156,1.4533200374206292
2023-10-01 20:50:00,-1.0851256348342653,-0.3829680548518619,1.8844970126155116
2023-10-01 20:55:00,-1.1679912324330453,-0.31789141661070786,0.5947693429970591
2023-10-01 21:00:00,-1.3579405525779913,-0.5252413501697074,-0.19342293380887773
2023-10-01 21:05:00,-1.3396138074002917,-0.2441081264010603,-0.030458386165452222
2023-10-01 21:10:00,-1.2784599412626232,-0.2934449945400191,0.5336342301305336
2023-10-01 21:15:00,-1.1940712307869386,-0.27851897824313476,0.3776147159593957
2023-10-01 21:20:00,-1.1626114478132923,-0.27901656141006603,0.49763555890396716
2023-10-01 21:25:00,-1.1972679308901026,-0.24763304743620157,-0.27762484360281797
2023-10-01 21:30:00,-0.5127722385887825,-0.7495372563221847,-0.6407780613583499
2023-10-01 21:35:00,-0.5138992160432158,-0.24018246758944117,-0.8291536027526464
2023-10-01 21:40:00,-0.5374841410696767,-0.25324754253670034,-0.780583747132658
2023-10-01 21:45:00,-0.582060792635245,-0.20616935407340445,-0.9169575144619282
2023-10-01 21:50:00,-0.5720417182590933,-0.19931017700206685,-0.9678197715155938
2023-10-01 21:55:00,-0.3221402783804206,-0.3741010084353118,2.0969118488001977
2023-10-01 22:00:00,0.19383054358603458,-0.48124554280135834,1.2653074351238955
2023-10-01 22:05:00,0.09057032675564125,-0.3270869157498256,0.3851627908592271
2023-10-01 22:10:00,-0.013609793851977336,-0.2581631301180788,-0.7059084369042735
2023-10-01 22:15:00,-0.10968021393599321,-0.22435913026206813,-0.9048457134145841
2023-10-01 22:20:00,-0.117797403578265,-0.22451263651965728,-0.9727896475690853
2023-10-01 22:25:00,-0.11687023485781388,-0.22257806399079189,-1.009574050040504
2023-10-01 22:30:00,-0.1961397535473799,-0.7300953131598767,-0.8954282969108169
2023-10-01 22:35:00,-0.20335175348586101,-0.23378023562094558,-0.7260054793185373
2023-10-01 22:40:00,-0.20383070852578658,-0.22238777102608695,-0.9299484194885759
2023-10-01 22:45:00,-0.0530554058120478,-0.20151231303100753,-1.090732645364057
2023-10-01 22:50:00,-0.04925048132431099,-0.1939163153002203,-1.1158487456457369
2023-10-01 22:55:00,-0.03266628257393181,-0.19071344618464306,-1.082121368011673
2023-10-01 23:00:00,0.263778508790008,-0.34949966285408607,-1.1755250810592028
2023-10-01 23:05:00,0.24345544855624707,-0.21538843924879433,-1.165414376388786
2023-10-01 23:10:00,0.27497863288038893,-0.2007625032130547,-1.255828644457681
2023-10-01 23:15:00,0.15162049011840786,-0.1994231884784726,-1.3400462284682615
2023-10-01 23:20:00,0.1557812606643005,-0.1902312987737939,-1.406411129920404
2023-10-01 23:25:00,0.17334745973780843,-0.1895648346636528,-1.298539829013608
2023-10-01 23:30:00,0.43724054979317944,-0.3793464370066679,-1.3804730963477128
2023-10-01 23:35:00,0.43124604441703773,-0.20752226689994796,-1.1941720242239622
2023-10-01 23:40:00,0.4304973899200755,-0.20107397226715812,-1.2705865374859904
2023-10-01 23:45:00,0.45883805401785616,-0.21906521084271427,-0.9453290683591622
2023-10-01 23:50:00,0.4533925986621827,-0.2082145670554719,-1.1562611354198724
2023-10-01 23:55:00,0.45196787934720517,-0.183274353452363,-1.3768011043154587
2023-10-02 00:00:00,0.4630066594235656,-0.3485453861387493,-0.5803631021117729
2023-10-02 00:15:00,0.35021534183595765,-0.19691153699944036,-1.2053957606789987
2023-10-02 00:20:00,0.3686138945526105,-0.19013474473492895,-1.300086106539285
2023-10-02 00:25:00,0.36041968598028934,-0.1944426101948856,-1.2034470503464525
2023-10-02 00:30:00,0.33236908601367915,-0.1776363930647003,-1.2604760625275035
2023-10-02 00:35:00,0.3226147111657849,-0.18891485321723106,-1.2307674169013658
2023-10-02 00:40:00,0.31222507762034396,-0.1841412309013381,-1.3542116395342254
2023-10-02 00:45:00,0.3446010488715273,-0.1787346569901559,-1.3837609751664661
2023-10-02 00:50:00,0.3942361214385729,-0.19841232761854385,-0.9904003744587363
2023-10-02 00:55:00,0.34988971097895677,-0.19127483013203123,-1.2089636567249062
2023-10-02 01:00:00,0.4222781193444845,-0.15898817682298766,-1.3610457094747184
2023-10-02 01:05:00,0.4260461872262823,-0.19406946700268207,-1.314490417349467
2023-10-02 01:10:00,0.42211581874488,-0.20933706079894326,-1.0889116774972303
2023-10-02 01:15:00,0.32831494400729366,-0.22087585925254105,-0.9219783968553409
2023-10-02 01:20:00,0.36115587970687146,-0.23230976150384516,-0.5813340582373024
2023-10-02 01:25:00,0.3879906340511879,-0.2182282028738908,-0.6992407361981046
2023-10-02 01:30:00,0.6619150616444404,-0.2507061506558472,-0.4628544109869813
2023-10-02 01:35:00,0.6472643474925263,-0.25167780401629786,-0.5290819270783593
2023-10-02 01:40:00,0.5982024878523675,-0.234317259168813,-1.029534636407454
2023-10-02 01:45:00,0.3999061530800824,-0.2111199241083169,-1.2536190103989775
2023-10-02 01:50:00,0.42248565330084625,-0.19494569566049347,-1.2711332343945234
2023-10-02 01:55:00,0.3997037569267138,-0.21444270341053348,-1.2140208890633706
2023-10-02 02:00:00,0.28328832640580565,-0.5770393234963873,-1.2952539469258484
2023-10-02 02:05:00,0.2539079550632758,-0.21517251825431996,-1.1021361841764246
2023-10-02 02:10:00,0.25792408215949514,-0.2125033041165755,-1.08434324949718
2023-10-02 02:15:00,0.3527683560123617,-0.20533068225224457,-1.2122393029928722
2023-10-02 02:20:00,0.4111751886500365,-0.23078516380508282,-0.542453898096442
2023-10-02 02:25:00,0.4271065597325023,-0.26437988847922617,-0.16579028117861763
2023-10-02 02:30:00,0.6052174482516164,0.1219632924573248,0.3083618322659533
2023-10-02 02:35:00,0.6576685156896807,-0.3302484118816713,0.8867143924743263
2023-10-02 02:40:00,0.6330769316100543,-0.30951202040890513,0.49203471752557115
2023-10-02 02:45:00,0.4837392840372241,-0.2516598463681413,-0.39669463191809023
2023-10-02 02:50:00,0.4226740513471669,-0.20477766746174966,-1.2726519661526996
2023-10-02 02:55:00,0.4020147780923972,-0.2019105069455459,-1.3313611876968259
2023-10-02 03:00:00,0.05608880780560473,0.24680780380428022,-1.2861306235737895
2023-10-02 03:05:00,0.05864015367496207,-0.18506697646311598,-1.177214477904107
2023-10-02 03:10:00,0.07247607622482635,-0.19664099777672628,-1.0209974707658465
2023-10-02 03:15:00,0.32813254019506805,-0.19451028514725235,-1.2497512665283765
2023-10-02 03:20:00,0.36505991768465446,-0.23512460497040025,-0.6637975546626554
2023-10-02 03:25:00,0.3843300623864787,-0.2391768811054074,-0.5778959005700236
2023-10-02 03:30:00,0.32225077306045746,0.23095687368089887,-1.258921063002071
2023-10-02 03:35:00,0.3119404570991027,-0.18833727982419948,-1.3108208783364679
2023-10-02 03:40:00,0.29903529270086904,-0.19051103066115604,-1.3476687165404218
2023-10-02 03:45:00,0.21279617793507047,-0.17211337055839251,-1.5032024787358997
