burst_number,q_true_start,q_true_end,q_robust_start,q_robust_end,objective_reduction,relative_change,species_name,lambda_value,converged,iterations_used
1,,161399.80896723372,,152616.22311385686,0.0,0.9898834711235616,CH4,20.0,False,200
2,161399.80896723372,128111.23561270931,152616.22311385686,125671.96388606819,26944.259227788672,0.9851502682735245,CH4,20.0,False,200
3,128111.23561270931,126406.10792565998,125671.96388606819,124019.18935854895,1652.7745275192428,0.9760815982891979,CH4,20.0,False,200
4,126406.10792565998,126395.92327120766,124019.18935854895,124009.53747171172,9.651886837222264,0.9692163826790483,CH4,20.0,False,200
5,126395.92327120766,126393.3979588542,124009.53747171172,124010.14190673137,-0.6044350196461892,0.9654659596631237,CH4,20.0,False,200
6,126393.3979588542,126384.25648647342,124010.14190673137,124004.88719549325,5.254711238114396,0.9632156703134777,CH4,20.0,False,200
7,126384.25648647342,126378.14479815176,124004.88719549325,124001.60843874424,3.2787567490158835,0.9618057596816657,CH4,20.0,False,200
8,126378.14479815176,126372.15281019572,124001.60843874424,123999.24039659239,2.368042151851114,0.9608678766391824,CH4,20.0,False,200
