species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,26036087.828600004,1966798.0496495122,7.554122810605335,7.550346570525672,684049.31023183,84.65126834225539,5496.753824703792,174.343370567915,1352.0565958892726
NOX,191081.412031,161632.56456021674,84.58832433894426,101.65361540375089,8871.958247484632,1.0979069887148627,13.415786583792446,57.97924791919815,-0.30456432683829515
NO,57653.7743294048,38028.33843327688,65.95984196282102,100.59801102694034,18350.576549025685,2.270888306517277,9.059603973650187,129.76463463944668,0.21633543499826058
NO2,102782.5659296298,86296.85780750528,83.96059879122743,101.6872948585714,15657.62304661561,1.9376346562965445,5.537868570540508,44.49365341475692,0.5347581368027337
SO2,10597.358641081999,8498.117193525231,80.19089927353413,88.67948369198838,20310.904227863815,2.51347933306745,1.0559219377751639,82.28279949254416,0.1380412759671562
H2S,18060.11789125,14759.864066507342,81.72628858451911,104.44728755104556,10141.868152078545,1.2550586479539236,2.7588517519766342,126.14866583379866,-0.04722139249863572
Benzene,2531.6299999999997,3320.5671653991667,131.16320968700668,99.70149466851157,5706.75076774801,0.7062117940580741,0.28945122872338375,94.41696641285272,-0.015296601178162367
Toluene,7596.669999999999,9469.553544063074,124.65400687489485,101.79670807903145,6190.6014085932,0.7660884284221628,0.8664507041459495,94.18797861217155,-0.01220831627386526
Ethylbenzene,1606.7699999999998,1597.512182131753,99.42382432655286,109.12161233972,9155.473350460506,1.1329920515927991,0.20080860903009295,103.2056544104326,0.029899924701181302
PM1 FIDAS,40366.369999999995,38772.61343473299,96.05177139964034,105.12244037464848,12700.51975939045,1.5716924060253965,1.2423010584271148,25.414527341673566,-0.1451165961900438
PM2.5 FIDAS,52979.51000000001,52702.09894445848,99.47638048079054,100.57943483193809,1144.1755494891154,0.14159200224560614,0.40968223411129556,6.3857817659904335,-0.026024115557929495
PM4 FIDAS,63972.72000000001,63680.65270458598,99.54345024658318,98.82695447898864,2131.085376157361,0.2637223330818275,0.793725735392889,10.245909698500357,0.01993728254128957
PM10 FIDAS,79478.62999999999,77013.31371081594,96.89813942542285,97.11932525116039,5633.407214172214,0.6971355114830428,2.1602092829331228,22.445037437688256,0.2007540953270578
TSP FIDAS,96696.62,89175.45131488056,92.22189081157185,95.58948312057238,8034.967644910578,0.9943291982856467,3.9768121600748754,33.962422696779186,0.4745212324466497
