species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,26036087.828600004,14474910.371416485,55.59556591876353,83.4845575066755,72402.09943246326,25.470413632777124,4391.166264321838,139.27688080286987,256.6477617014257
NOX,191081.412031,140249.93336577626,73.3979992481021,100.92394641781988,24489.626244981046,8.615232362890614,17.408240532502955,75.23350847652675,1.9915288794943278
NO,57653.7743294048,35695.139877824244,61.912928152596024,101.40673819144385,28229.264634399988,9.930803836123408,8.959769096701445,128.33465642304702,0.460802577281082
NO2,102782.5659296298,67386.0790092824,65.5617792762815,92.93167057148307,42145.279229220294,14.826333808710247,8.714524891648297,70.01629693162386,2.5766268426981664
SO2,10597.358641081999,7542.255893937932,71.1710922446224,82.73257735113548,30597.317170546903,10.763863624066033,1.3050521719816028,101.69629245579372,0.2156397873127554
H2S,18060.11789125,10558.338489090926,58.46217922091398,105.15362062069026,23932.20856744762,8.419137789331433,4.335873304290526,198.25807318887297,-0.06472186923138196
Benzene,2531.6299999999997,3022.8605497818207,119.40372604929713,98.3993768925239,6856.834653936751,2.4121733515509387,0.2690396490614604,87.75885188394591,0.0016210434809322827
Toluene,7596.669999999999,8842.465962632677,116.39923759532373,101.03406320256178,5862.233722216531,2.062281603534846,0.7926238933663692,86.1625963931496,0.002914507350233686
Ethylbenzene,1606.7699999999998,1580.4169552290916,98.35987448291242,107.1229597368412,7019.129543904738,2.469267248141971,0.2079424807870831,106.87211027961268,0.024597356800834358
PM1 FIDAS,40366.369999999995,38272.37063354109,94.81251505533218,106.47108744064107,17642.078324518836,6.2063260014511235,1.5339748833808,31.381480640837033,-0.22188209682265247
PM2.5 FIDAS,52979.51000000001,52110.01087446845,98.35880111852383,102.43891227298647,5300.240298728131,1.8645773233087966,0.9177548385545486,14.30518979277736,-0.13736594474688302
PM4 FIDAS,63972.72000000001,63172.54698016255,98.74919650151274,99.94709011488838,4258.478925055161,1.4980949519122093,1.1332209956754917,14.62832748441556,-0.04639392167961898
PM10 FIDAS,79478.62999999999,76392.90566597125,96.11754211914733,97.739239698793,6839.9366408117485,2.406228781058651,2.397854046845574,24.914217468080103,0.15563816521776075
TSP FIDAS,96696.62,88386.60754273475,91.40609831319313,95.87083133213478,8684.886437950208,3.0552656851426088,4.1929662977236335,35.80840332020061,0.46288337282323067
