burst_number,q_true_start,q_true_end,q_robust_start,q_robust_end,objective_reduction,relative_change,species_name,lambda_value,converged,iterations_used
1,,415259.6983341074,,363975.79896742484,0.0,0.1615860574921643,CH4,5.0,False,50
2,415259.6983341074,332043.1574552128,363975.79896742484,292570.94923493935,71404.84973248548,0.17016503216560336,CH4,5.0,False,50
3,332043.1574552128,297236.4948521608,292570.94923493935,262176.6625028074,30394.286732131965,0.18574703180586585,CH4,5.0,False,50
4,297236.4948521608,277162.695110475,262176.6625028074,246357.39077493866,15819.271727868734,0.2018185198021262,CH4,5.0,False,50
5,277162.695110475,260143.69674407388,246357.39077493866,234898.9750881835,11458.41568675515,0.22521907963704144,CH4,5.0,False,50
