species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,26036087.828600004,3725673.6915476383,14.309652494930813,22.467494879584446,503817.3532003744,70.48917457028786,5518.167445410118,175.02255739873596,1148.2018918640797
NOX,191081.412031,140326.60427978612,73.43812398508982,101.23959823198385,24090.3459153931,3.3704845375054124,17.30860358328023,74.80290566805066,1.9031747985900473
NO,57653.7743294048,35513.79539146276,61.59838762429449,101.60328557188515,28058.54426894756,3.9256758676499763,8.973712182772463,128.5343692885337,0.4490547168823471
NO2,102782.5659296298,67484.3299593801,65.65737034195404,93.3045259178033,41892.869863548935,5.861238796766116,8.719519770256932,70.05642796666567,2.5838065077066266
SO2,10597.358641081999,7563.088954958331,71.36767954270286,82.87624492636945,30373.23177329092,4.249524203823566,1.3029573336178508,101.53305201264403,0.21393098273891156
H2S,18060.11789125,10415.047785955372,57.66876965405297,105.14511522961901,24451.82936130466,3.421059750052717,4.383419272649102,200.43211551279018,-0.06705601562218055
Benzene,2531.6299999999997,3017.9974791004506,119.21163357601432,98.37937022929383,6864.2855633966965,0.9603834014548923,0.26879091119241116,87.67771533071308,0.0018882086901441386
Toluene,7596.669999999999,8833.059728735652,116.27541710691203,100.99892788679084,5840.909819732242,0.8172027210199488,0.7933571038125345,86.2423004195774,0.005165459490798163
Ethylbenzene,1606.7699999999998,1586.7802685294962,98.75590585643846,107.04156079844223,6939.221269573795,0.9708676692966245,0.20815744212444426,106.98258973366822,0.02411699114669945
PM1 FIDAS,40366.369999999995,38262.72711788315,94.78862508043986,106.38612249025756,17508.534983196714,2.449622211424114,1.5313165984888704,31.327098449330702,-0.21838242683669717
PM2.5 FIDAS,52979.51000000001,52117.42154193401,98.37278891770423,102.33758939045843,5153.142220953258,0.7209770352110713,0.9077352266231689,14.149012517205476,-0.1334176327977059
PM4 FIDAS,63972.72000000001,63173.46171830476,98.75062638934963,99.86959923575877,4206.966762173243,0.5885974602234245,1.1270481541276895,14.548644573478288,-0.042346669236600576
PM10 FIDAS,79478.62999999999,76389.87653547658,96.11373086762642,97.67894096483948,6841.396231374446,0.9571809509825839,2.3995193721740513,24.931520555164727,0.16118011585665237
TSP FIDAS,96696.62,88375.41907831287,91.39452762497064,95.82351760963648,8705.662868234971,1.218010824301698,4.199957720001622,35.86811085203743,0.4632610021719452
