species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,422631.88017,6466.2111668935095,1.5299866077998023,1.5337668860992844,26831.203803375323,93.41329397576662,1485.282667368616,100.15940113883141,1387.154967372708
NOX,3387.7455430600003,2808.792882581553,82.91038529548163,102.71370149017216,368.21925441658664,1.2819616187339002,6.293855243228681,52.948154503362154,0.08808145492436381
NO,954.6985602335999,848.8269551679899,88.91046771457319,101.48229317500893,271.4290309825759,0.9449848039074267,1.2673197744841365,37.83247935763119,0.01602581420882654
NO2,1926.628360898495,1484.0154972721803,77.02655724325061,103.4939985025902,506.8486528094227,1.7646022352583288,4.628825894395765,68.47274786755287,0.0597168679386435
SO2,219.47800022200002,215.41968675812876,98.15092471237833,99.03024407352689,111.34085173786472,0.3876350756052552,0.19090020200739943,24.789071121969897,0.028491272379145505
H2S,142.76698534999997,160.64098529780821,112.51970117880497,103.57421994486016,180.65379552719182,0.6289492723877226,0.33235454585619895,66.3466034089069,-0.13604153609982722
Benzene,44.809999999999995,54.41660376310961,121.43852658582821,99.05211279963825,22.812371797589133,0.0794216617572935,0.09134960236430896,58.1000595265076,-0.010198481461823422
Toluene,103.995,96.49774427804189,92.79075366896667,99.07849995790231,69.81613924665194,0.24306608035529623,0.07516924500052581,20.600254651810044,0.04083058622399016
Ethylbenzene,11.62,11.043492153021527,95.03865880397184,99.80928891127341,27.194672913863226,0.094678717887341,0.010121067187845749,24.823615736110487,0.00281250228182911
PM1 FIDAS,495.39,519.6393550045335,104.89500292790196,102.11498334589682,55.44902590803906,0.1930467300600936,0.31786540645785616,18.286933696782135,-0.10823795292070315
PM2.5 FIDAS,677.79,702.6890068781873,103.67355772115071,101.78690207322819,88.28755289260648,0.3073746222195445,0.4078209345677118,17.148226788798574,-0.010344696503130635
PM4 FIDAS,847.8000000000001,877.7732907334089,103.53541999686351,101.05824584219985,49.949533646890295,0.17390015389180713,0.46867520075524094,15.755181907907955,-0.0018028416988045137
PM10 FIDAS,1163.3400000000001,1181.470310667403,101.55847049593437,100.14274622192684,50.81824368991315,0.17692458273306497,0.6128672675552127,15.014283980026098,-0.03130853789382382
TSP FIDAS,1461.51,1450.6580324286056,99.25748249609005,99.61220756012287,89.08773487160632,0.3101604694363219,1.029360275407346,20.07291626407576,0.03880698160220586
