datetime,CH4,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,m&p-Xylene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
2023-09-01 00:15:00,0.15452918294434273,2.44904684818363,0.7005836673605949,1.566482959501696,0.5253708008543071,3.0915255,0.8,3.08,0.64,1.84,1.3426898376021172,1.3656134152826709,1.8935182491858906,1.4015434349316471,3.1940795231177326
2023-09-01 00:20:00,0.15452943652769982,2.5088349010448883,0.6950034804242572,1.6401966047496426,0.525369673921879,3.0915255,0.8,3.08,0.64,1.84,1.3426898376021172,1.3656134152826709,1.8935182491858906,1.4015434349316471,3.1940795231177326
2023-09-01 00:25:00,0.15515587189095015,2.655639685695534,0.7428658971764491,1.6947610148312255,0.517418703895423,3.0915255,0.8,3.08,0.64,1.84,1.3426898376021172,1.3656134152826709,1.8935182491858906,1.4015434349316471,3.1940795231177326
2023-09-01 00:30:00,0.15515606216808894,2.538858430644286,0.7176038675815711,1.6246949037850702,0.5318864370840036,3.0915255,0.8,0.09688673799855169,0.039877938763180826,0.12017591272796724,1.2881552701440926,1.3130883443241737,1.8289212558226775,1.3420227270802831,3.077082384337475
2023-09-01 00:35:00,0.24402825788617272,2.4304977705780373,0.7062142643625998,1.5356351001051916,0.5184662594166446,3.0915255,0.8,3.08,0.64,1.84,1.2881552701440926,1.3130883443241737,1.8289212558226775,1.3420227270802831,3.077082384337475
2023-09-01 00:40:00,0.1570369868668129,2.5014198636601153,0.6968614907374523,1.6286047813339255,0.5144433185724206,3.0915255,0.8,3.08,0.64,1.84,1.2881552701440926,1.3130883443241737,1.8289212558226775,1.3420227270802831,3.077082384337475
2023-09-01 00:45:00,0.15515682327691452,2.3637467283317966,0.6504662392033921,1.5859198222412696,0.5144424173178199,3.0915255,0.8,3.08,0.64,1.84,1.2744018204632321,1.2976628992153547,1.8146210182845341,1.3588230201170421,3.199064863362417
2023-09-01 00:50:00,0.15515701355418854,2.209583470170608,0.6256339280158999,1.4817212633539356,0.5195417469196598,3.0915255,0.8,3.08,0.64,1.84,1.2744018204632321,1.2976628992153547,1.8146210182845341,1.3588230201170421,3.199064863362417
2023-09-01 00:55:00,0.15515726725726262,2.2497396957325786,0.6436958599362329,1.481747583676029,0.5241410844556353,3.0915255,0.8,3.08,0.64,1.84,1.2744018204632321,1.2976628992153547,1.8146210182845341,1.3588230201170421,3.199064863362417
2023-09-01 01:00:00,0.15515752096038474,2.2241925576913775,0.6256348281933883,1.4971382518702792,0.5253607817701091,3.0915255,0.030675723300355933,0.10276497457791733,0.04382921400162225,0.1409263992302365,1.2476041038726988,1.2725443017828495,1.7906657979645448,1.3320660644277371,3.1400636936215163
2023-09-01 01:05:00,0.15515771123775787,2.419445415257519,0.6660778004166265,1.6092602572891317,0.5266083292101972,3.0915255,0.8,3.08,0.64,1.84,1.2476041038726988,1.2725443017828495,1.7906657979645448,1.3320660644277371,3.1400636936215163
2023-09-01 01:10:00,0.15515796494096412,2.434342873052949,0.6643192784310563,1.6286921524647548,0.520644920506072,3.0915255,0.8,3.08,0.64,1.84,1.2476041038726988,1.2725443017828495,1.7906657979645448,1.3320660644277371,3.1400636936215163
2023-09-01 01:15:00,0.15453203575991528,2.3490641615778527,0.6436980606848242,1.5860184404367532,0.5253574384013767,3.0915255,0.8,3.08,0.64,1.84,1.2900484487026058,1.3169848138835922,1.8385848471038806,1.3406897478536934,3.089960517547109
2023-09-01 01:20:00,0.1557849483354282,2.260803484112891,0.6556169515829752,1.466474351923187,0.524135614595034,3.0915255,0.8,3.08,0.64,1.84,1.2900484487026058,1.3169848138835922,1.8385848471038806,1.3406897478536934,3.089960517547109
2023-09-01 01:25:00,0.15453247953178006,2.1987882805374745,0.6573459689846987,1.3976313296404754,0.5253552096025393,3.0915255,0.8,3.08,0.64,1.84,1.2900484487026058,1.3169848138835922,1.8385848471038806,1.3406897478536934,3.089960517547109
