datetime,PC1,PC2,PC3,PC4,PC5,PC6
2023-09-01 00:15:00,-0.1717750628506438,-0.22680169964151445,-0.7587860568736715,-0.49223533980900763,-0.26460004033087725,-0.09451781523583043
2023-09-01 00:20:00,-0.16869983535519728,-0.22696459922428328,-0.7147015943845894,-0.4909455161353984,-0.2702595262806958,-0.09623771607402518
2023-09-01 00:25:00,-0.17160125395596698,-0.22677932885351773,-0.6008523623627524,-0.4912660349419198,-0.3990549923348668,-0.09453630134579173
2023-09-01 00:30:00,-0.420418053269309,0.40254090763413014,-0.687370849775326,-0.492821597411774,-0.16649268854668978,-0.06341320895361696
2023-09-01 00:35:00,-0.4201980953623561,-0.22664558316548017,-0.7727309265252013,-0.38574831170183005,-0.37296707184769196,-0.09527906409681988
2023-09-01 00:40:00,-0.41623878944390197,-0.22757595745002693,-0.7174975878202087,-0.4911576824304448,-0.4568616123210758,-0.0968347525650562
2023-09-01 00:45:00,-0.4138442015821677,-0.22911438803975642,-0.8196590277103684,-0.49805281692468506,-0.4535552066764321,-0.09967704023905816
2023-09-01 00:50:00,-0.41455364312992854,-0.2290953166537865,-0.9398906437602025,-0.49842604778885063,-0.3564859972277715,-0.09933998172393785
2023-09-01 00:55:00,-0.41651672286845093,-0.22894936829592594,-0.9073394456915992,-0.4989103614612683,-0.2773185635766005,-0.09838992874813407
2023-09-01 01:00:00,-0.5266528753289131,1.2451431707960616,-0.922715281904212,-0.5100931457181546,-0.2658548591766547,-0.025699283269803856
2023-09-01 01:05:00,-0.5318264699518803,-0.22934185060055717,-0.7755765489599078,-0.4992634637084042,-0.24260840348640117,-0.10038645693583936
2023-09-01 01:10:00,-0.5310697969450208,-0.22940528187168763,-0.76432693521907,-0.499164366883905,-0.3390302634126798,-0.1006760900967506
2023-09-01 01:15:00,-0.39410052184686956,-0.22780088183630612,-0.8380538014124144,-0.4925040900875036,-0.2737127879470476,-0.09934159009629767
2023-09-01 01:20:00,-0.39952396800865175,-0.22750335768020727,-0.9036693610009431,-0.49321757287543194,-0.2828587066739252,-0.09629782192040195
2023-09-01 01:25:00,-0.40207801247306557,-0.22737773535817707,-0.9509022871954114,-0.4958447815827212,-0.2591213383019684,-0.0948808839718559
2023-09-01 01:30:00,-0.07662769035350143,0.8749429123496903,-0.8732078842501002,-0.5030219508587161,-0.1862377829833096,-0.04836624411818319
2023-09-01 01:35:00,-0.08337950709998528,-0.22646401687684226,-0.9040412416470327,-0.495326390984356,-0.25269990960576993,-0.09095715329262458
2023-09-01 01:40:00,-0.09258885430438375,-0.22582946222454442,-0.7008713902356181,-0.49811233134717275,-0.1621632540307724,-0.08613910395785136
2023-09-01 01:45:00,0.10161842321681955,-0.2256100811910497,-0.573332726367514,-0.5001762377267546,-0.2280742243243778,-0.08274873427377753
2023-09-01 01:50:00,0.10729872725988099,-0.22603275847351365,-0.7974830217271385,-0.4994005007550983,-0.23636959893094142,-0.08571593085448313
2023-09-01 01:55:00,0.1116595132816663,-0.22640442156764143,-1.0407615172540818,-0.49935414944557033,-0.31825693884797523,-0.0878379480251125
2023-09-01 02:00:00,-0.05044378081836237,0.3098826080002059,-1.1282592000751155,-0.5159594444020357,-0.37850237265441045,-0.08793267607257937
2023-09-01 02:05:00,-0.054115421209579136,-0.22709541741717926,-1.2238242622721203,-0.5080029551911818,-0.3929548806117474,-0.08489563932588064
2023-09-01 02:10:00,-0.05267963844927995,-0.22720575229463427,-1.2906632858288907,-0.5091195371853745,-0.3569939454136131,-0.08568522657306328
2023-09-01 02:15:00,-0.38786407474454093,-0.22804610348774282,-1.1589444966777003,-0.5223705002099758,-0.22494042336350192,-0.0793109071673046
2023-09-01 02:20:00,-0.3848432760564721,-0.22826957358400118,-1.2091957698895732,-0.5208760967490038,-0.3628658300298417,-0.08075411364412945
2023-09-01 02:25:00,-0.37545939470425654,-0.22882685276180284,-1.3039242217285252,-0.5187770633988231,-0.22646578551258073,-0.08605408420118507
2023-09-01 02:30:00,-0.49626837068329405,-0.4044236094211189,-1.3606074666681744,-0.5187052978572356,-0.4054642878127432,-0.3428962430203735
2023-09-01 02:35:00,-0.49640036777165714,-0.22826454989231224,-1.388566767317452,-0.5152617847088228,-0.42457309275833616,-0.08661907028511628
2023-09-01 02:40:00,-0.49761892019365167,-0.22819497831993907,-1.4568347210042338,-0.5142052342500131,-0.3649763023454283,-0.08599173571133104
2023-09-01 02:45:00,-0.6757371752299565,-0.22829679473148687,-1.5065104721785507,-0.5143234700108368,-0.3936503001057269,-0.08866414404321395
2023-09-01 02:50:00,-0.6764890613389658,-0.22826533388147327,-1.514573092109388,-0.514719025533053,-0.4303171638882728,-0.08819190124325045
2023-09-01 02:55:00,-0.6770112145849726,-0.22819034746586017,-1.5088956245110134,-0.514507117601688,-0.2584282045589432,-0.08814958493950675
2023-09-01 03:00:00,-0.7348222351956474,-0.36719954634093344,-1.5451820377036636,-0.5182998275550693,-0.2370781589217056,-0.4222524504316836
2023-09-01 03:05:00,-0.7399396647479751,-0.2281887727486115,-1.5878595055824016,-0.5146188148825538,-0.2665116207267799,-0.08556108559359427
2023-09-01 03:10:00,-0.7381341098888209,-0.22827327731184172,-1.566158144867263,-0.5159670103837816,-0.1557965716797165,-0.08671650999363584
2023-09-01 03:15:00,-0.7356564031358546,-0.2285994013742688,-1.524759000393213,-0.5175333088460887,-0.19268410917271142,-0.08732500910733687
2023-09-01 03:20:00,-0.7354850130851277,-0.22858896260287254,-1.4588415048636538,-0.5173346996286947,-0.21246681052335528,-0.08743678108887139
2023-09-01 03:25:00,-0.7355849088029952,-0.2285398435135646,-1.4129879446741618,-0.5133194290726378,-0.2126104372126801,-0.08743295125369023
2023-09-01 03:30:00,-0.724881863741077,-0.3022014503774697,-1.3778098495924105,-0.5329369794792671,-0.1912610939521996,-0.07617707363733597
