species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
NOX,134203.620017438,134188.25085866262,99.98854788062097,100.03472646492787,21.430895334974146,0.2335948772654104,0.7210058318479031,4.427458111403038,-0.004164496240858462
NO,32469.808632358407,32415.222120066708,99.83188532796802,99.94140352349675,41.363029217274224,0.4508533863056362,0.22969571307517045,5.829792201380736,0.0007073056566506697
NO2,84493.61222846508,84477.8963470961,99.98139991775179,100.10776788377251,81.3065319949181,0.8862340590704942,0.771585367623398,7.525580747324543,-0.0006957873756352484
SO2,11209.979452807,11177.606072555971,99.71120928109353,99.99369658443247,45.28923546945557,0.4936486896871174,0.183571285400776,13.495216198714658,-6.121883791210259e-05
H2S,13766.409160825,13782.332393296694,100.11566729047257,100.29224967641794,564.2782150378652,6.1505829936187295,0.2731614886613557,16.352294935880913,0.00023565340956932523
Benzene,1739.5420000000004,1966.1709439160734,113.028081179763,95.65520109651122,1009.4750477657166,11.003189376810575,0.1968245206321583,93.24470892508582,0.03203410065071988
Toluene,7114.476999999999,7980.057292079178,112.16646412771001,97.6173128020348,1087.0430153275845,11.848673411850948,1.2281328995525638,142.25983477369707,0.14639810926361752
Ethylbenzene,1535.401,1663.3796065745214,108.3351910396386,106.0978357909483,739.605666227051,8.061636815759217,0.25892700123647405,138.97460124031326,0.04715786027941031
PM1 FIDAS,54858.280000000006,54620.91619097521,99.56731452567452,100.83419221287889,710.6897484799204,7.746455851474702,0.28970246921137244,4.352010396189819,-0.02261184367267255
PM2.5 FIDAS,69603.61,69782.400870792,100.25687011175425,99.37111597438809,626.4048861029536,6.8277582527724725,0.32909960281720024,3.896507417957987,0.01307073302482209
PM4 FIDAS,83375.66,83446.91550774327,100.08546320082296,99.1127753452911,1509.9593211187557,16.45842400792648,0.71813226456719,7.098148299273689,0.07594922970292695
PM10 FIDAS,106788.65999999999,105930.32430062817,99.19622954406225,100.46515381292176,404.9927278403619,4.414385170313614,0.9432679772516461,7.279304188788226,-0.022104181492149877
TSP FIDAS,136766.6,130324.52267805328,95.28972912834952,101.29049704575557,2332.5475167316213,25.424563107144593,3.677356818789055,22.158259065912734,-0.09923630293688923
