datetime,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,m&p-Xylene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
2023-11-01 00:00:00,80.76748239999999,14.794056576000001,58.118167572021484,4.613749784,4.3734594,0.13583077707206126,0.443815096633722,0.18692311253560911,0.7341132405834946,1.0514870422406546,1.187404311934229,1.6172247339191914,2.258456331213867,3.3184297491434105
2023-11-01 00:15:00,4.286384587438551,0.3873736147951332,3.8369763924969025,0.27665028083916415,0.2663876143880259,2.88,10.44,1.56,4.68,0.9913304191842396,1.117139651073222,1.5140181769054164,2.080138456930211,2.935444770388297
2023-11-01 00:20:00,4.054887237276207,0.32484984912630166,3.740053119672676,0.27030221371346647,0.264888966045253,2.88,10.44,1.56,4.68,0.9913304191842396,1.117139651073222,1.5140181769054164,2.080138456930211,2.935444770388297
2023-11-01 00:25:00,3.8323256165314885,0.3265726866956023,3.5137493506145794,0.2766409181271784,0.2614419015550826,2.88,10.44,1.56,4.68,0.9913304191842396,1.117139651073222,1.5140181769054164,2.080138456930211,2.935444770388297
2023-11-01 00:30:00,3.705948091744407,0.31443450344838453,3.416976672887138,0.271808551182821,0.26561484668969015,2.88,10.44,1.56,4.68,0.992194033443056,1.1153515140976857,1.517146479414562,2.0775083634007347,2.843486592196278
2023-11-01 00:35:00,3.579649756538172,0.3078145485911807,3.307725213158674,0.28369937051625016,0.26560875135692164,2.88,10.44,1.56,4.68,0.992194033443056,1.1153515140976857,1.517146479414562,2.0775083634007347,2.843486592196278
2023-11-01 00:40:00,3.610359492041955,0.3486694378838029,3.2423868660295274,0.2874835836580055,0.4166666666666667,2.88,10.44,1.56,4.68,0.992194033443056,1.1153515140976857,1.517146479414562,2.0775083634007347,2.843486592196278
2023-11-01 00:45:00,3.5364276287006082,0.3142987168953036,3.248093571587319,0.2673997745856214,0.2655965639497357,2.88,10.44,1.56,4.68,0.9281831715776795,1.0330614696134977,1.4181512472229467,1.9835243885568938,2.7789969413441247
2023-11-01 00:50:00,3.3841177209424687,0.2953476701094054,3.146283955812967,0.27496232916225644,0.4166666666666667,2.88,10.44,1.56,4.68,0.9281831715776795,1.0330614696134977,1.4181512472229467,1.9835243885568938,2.7789969413441247
2023-11-01 00:55:00,3.3189930603278115,0.3210221982295986,3.014661169199267,0.2749577778174457,0.26558438088751607,2.88,10.44,1.56,4.68,0.9281831715776795,1.0330614696134977,1.4181512472229467,1.9835243885568938,2.7789969413441247
2023-11-01 01:00:00,3.188649709097798,0.33162217094839125,2.859793205130786,0.2660227346198166,0.26205861141738807,2.88,0.31821728425715656,0.12952219886953742,0.5048920676738742,0.8296047251552995,0.9097252332435327,1.2477611309862158,1.7384142199142298,2.4061662452956156
2023-11-01 01:05:00,3.075817268202959,0.3279703010851504,2.755754984655036,0.2660190115896738,0.2655721945795004,2.88,10.44,1.56,4.68,0.8296047251552995,0.9097252332435327,1.2477611309862158,1.7384142199142298,2.4061662452956156
2023-11-01 01:10:00,2.8850043802434397,0.3075098421078193,2.615541176360951,0.2717742843396847,0.26139440194852115,2.88,10.44,1.56,4.68,0.8296047251552995,0.9097252332435327,1.2477611309862158,1.7384142199142298,2.4061662452956156
2023-11-01 01:15:00,2.737863121293964,0.2894266380465693,2.5187538206049447,0.2634354055694304,0.2620423704175193,2.88,10.44,1.56,4.68,0.731543573548425,0.8019532405321398,1.1260994627474077,1.577079658736362,2.2211249402048505
2023-11-01 01:20:00,2.629890294187837,0.2753375661318131,2.45676877950978,0.27332686182426447,0.4166666666666667,2.88,10.44,1.56,4.68,0.731543573548425,0.8019532405321398,1.1260994627474077,1.577079658736362,2.2211249402048505
2023-11-01 01:25:00,2.578216374003569,0.2965460275732993,2.339226464028599,0.2646904439272102,0.26481150382341784,2.88,10.44,1.56,4.68,0.731543573548425,0.8019532405321398,1.1260994627474077,1.577079658736362,2.2211249402048505
2023-11-01 01:30:00,2.621610442010824,0.32772900886239487,2.3040749189175145,0.2660004432367911,0.26137331920959783,0.09716480844420988,0.27166155414412246,0.10344563789740001,0.38816104905051974,0.7071067811865476,0.7627424204802038,1.064059697573402,1.4543507142364251,1.9617961158081643
2023-11-01 01:35:00,2.6390855666823807,0.3423834161241903,2.2885471431470563,0.27175289722063883,0.26479959786510543,2.88,10.44,1.56,4.68,0.7071067811865476,0.7627424204802038,1.064059697573402,1.4543507142364251,1.9617961158081643
2023-11-01 01:40:00,2.539897359865446,0.36780244869960865,2.1366459010948526,0.27023588750034083,0.26337112426501896,2.88,10.44,1.56,4.68,0.7071067811865476,0.7627424204802038,1.064059697573402,1.4543507142364251,1.9617961158081643
2023-11-01 01:45:00,2.4451742981509024,0.3518607115019516,2.075688563285389,0.2622061103902862,0.26267928650021305,2.88,10.44,1.56,4.68,0.6680187123127614,0.7156423687848561,1.004618614201429,1.3748426273577643,1.8471870506258972
2023-11-01 01:50:00,2.329102952472448,0.3137114619318151,2.046773665570339,0.2646725962721561,0.4166666666666667,2.88,10.44,1.56,4.68,0.6680187123127614,0.7156423687848561,1.004618614201429,1.3748426273577643,1.8471870506258972
