,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
Factor_1,6.935118267213067,4.175211598487511,0.5209998164553552,0.25089312104127715,0.22021007906268633,4.4e-323,0.06408103977225785,6.778248356638735e-53,0.13329303452118532,0.0003374625627388339,4.952636941608567e-38,8.851709730995492e-09,0.11298213313219829
Factor_2,0.01918724548824337,4.792940706151568e-19,2.446935061105662e-12,2.7349823755912175e-27,3.3265841121102244e-06,0.018703468583592682,0.12113892512058591,0.022284666595384847,3.8621207530695814,3.052783473375685,2.3314485806384684,1.1846078596603775,8.754218798556104e-12
Factor_3,3.2692661962456793,1.8228875231982244e-25,3.2722793249798867,2.945736639415942,0.002279466130488548,0.008868298907490454,0.10676853742744051,1.678476186863714e-18,1.0453559403387453e-09,0.49118866509140574,0.8328484300436773,1.3379713354962088,1.953214819680074
Factor_4,1.3007138713369184,0.03773060089568468,1.2287745527745122,2.966172889045043e-24,3.140872451920295,0.21790041263972018,1.1474529333817343,0.29801415539823234,1.2995529397512777e-09,1.1699111826725787e-11,0.060445707666856245,0.1894624807362855,0.2834059390392826
Factor_5,13.917273056215333,0.6052318237235209,12.956445328552626,7.279016537269759e-39,1.994846983642186e-23,0.0729437805886368,0.14062606070080194,0.038385426346010235,0.11859834532151386,0.24296489947425923,0.1873943323190362,0.12901313399274073,1.1829295497716798e-28
Factor_6,1.654036126841582e-10,0.03625570635942195,9.625387460367977e-14,1.3053131233720561e-09,2.590660717794072e-07,0.046451610328554556,0.03434233612908825,7.184301897571605e-14,6.493598765133696e-11,2.5183172523164936,4.7880016548235735,8.456633951493089,12.305644301823975
