datetime,PC1,PC2,PC3,PC4,PC5,PC6
2023-09-01 00:15:00,-0.17142075181469263,-0.7631303734896977,-0.18132061403015126,-0.2763803594693412,-0.25563372952669383,-0.09324932476154267
2023-09-01 00:20:00,-0.16834284343907524,-0.7193633732977116,-0.181933686385121,-0.2730134971185622,-0.2609746553099262,-0.09479386280641272
2023-09-01 00:25:00,-0.17108855846272478,-0.605303427910418,-0.1813052027904585,-0.2758523742333572,-0.39009690798364444,-0.0932450130875459
2023-09-01 00:30:00,-0.4202692404293205,-0.6949560448824194,0.07893723399044389,-0.2679243620512602,-0.1568213907389707,-0.0634144106741884
2023-09-01 00:35:00,-0.4197378364272372,-0.7734929724945331,-0.18162654256548547,-0.2832739337182782,-0.36471834460625496,-0.09361700841744469
2023-09-01 00:40:00,-0.4157001026507179,-0.7216596623100009,-0.182413397064181,-0.279415872912926,-0.44760830064680907,-0.09555413221402022
2023-09-01 00:45:00,-0.41339586117166566,-0.8236166957790194,-0.18406797338399752,-0.28687996898726076,-0.4443747817214534,-0.09848205869755268
2023-09-01 00:50:00,-0.41421838087819135,-0.9436963838817751,-0.18396209354818355,-0.28789073455620023,-0.34736397431679233,-0.09819131553151438
2023-09-01 00:55:00,-0.4161289199972837,-0.9109147802497986,-0.18358187482679278,-0.28904062897977,-0.2685381481607476,-0.0973165834151452
2023-09-01 01:00:00,-0.5275273974050786,-0.928494754000653,0.9142317959386094,-0.30149492349554297,-0.25690689075836326,-0.03162514412615108
2023-09-01 01:05:00,-0.5312585225936569,-0.7791287968524679,-0.1843154668052148,-0.28836764089368766,-0.23384211014596393,-0.09921256752596108
2023-09-01 01:10:00,-0.530495053238988,-0.7680100397198151,-0.18444350986808775,-0.28818027085763837,-0.33008980819421785,-0.09948365525779441
2023-09-01 01:15:00,-0.3937537938136416,-0.8426227225267712,-0.18327823901153464,-0.2747940894326206,-0.2640033616470307,-0.09783158188056054
2023-09-01 01:20:00,-0.39917011056189006,-0.9076484382906715,-0.1821908267680044,-0.2807649848815906,-0.27371166002340375,-0.09509003089252305
2023-09-01 01:25:00,-0.40173676941142455,-0.9546480384463777,-0.18168766441595233,-0.2835165925190113,-0.25023974761992984,-0.09382538001395975
2023-09-01 01:30:00,-0.07746812589739607,-0.8798972588537504,0.5641925879758921,-0.28772996943707946,-0.17725697412544322,-0.053803056215747394
2023-09-01 01:35:00,-0.08313568109872185,-0.9077842422878557,-0.1799507737822955,-0.28430998773686145,-0.24438435829041522,-0.0900708007433135
2023-09-01 01:40:00,-0.09203265281834802,-0.703700900351053,-0.17809401125382787,-0.29120366263107544,-0.1552173456089773,-0.08566505248866955
2023-09-01 01:45:00,0.10226043065531777,-0.5758432061679382,-0.17701161870181464,-0.29640865011201656,-0.22191969740682707,-0.08254563271978284
