,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,m&p-Xylene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
Factor_1,1.6938965390411283e-07,9.066259997508094e-06,2.502809374480984e-18,1.13953971584235e-25,0.006320266668762215,0.0850772677337528,0.04617631465003014,0.012406726605673131,0.03888994465393225,2.245149030346999,1.7844638413688942,1.3053716873536492,0.6690336944135549,1.8880299210031668e-13
Factor_2,15.92576315969718,8.37962073288415,2.99632986274177,0.30129276355573664,0.0664523964167313,0.005203249393237695,0.19427446751227628,1.1252759280043299e-153,3e-323,0.20376813344762087,0.08206283136514679,2.4315437844019148e-20,8.848169590184832e-05,0.0331550768328529
Factor_3,0.2312181901741857,0.14896637540157887,9.626807690824185e-34,4.2527812299752316e-12,2.818140327453431e-10,0.0014040660476738428,0.0663054628862457,6.524098097313338e-129,2.5e-323,1.0122655968450205,2.94878622994631,4.630820723901772,6.479346113515594,8.392016515038156
Factor_4,16.17172357802264,1.5823001520400653e-17,16.195684323554413,0.022051664450613108,0.0015852185731270398,0.1955636056099297,0.7122931362411169,0.10684485327910102,0.31349991848452385,7.250749181098498e-31,0.36776125300680407,0.7365892478051955,1.4160931741893252,2.131207022590517
Factor_5,2.272777909935407,0.0012353112152051415,2.270374917792283,2.262124112137101,0.16123676047143518,2.030123483835524e-22,0.036762384711106766,2.4025552147388617e-98,3.9616052251755665e-56,4.270807204375345e-30,0.12055268497684136,0.20499235509724084,0.1942229687357618,0.18005991635962412
Factor_6,0.1846882403908806,0.13973479783463238,6.655539171027009e-38,1.5697808790468837e-09,3.8456392950302685,0.07297801521149852,0.29441183706206314,0.051435712289258945,0.18441238203616384,0.22123584434658566,0.24820464223219607,0.2713167228950648,0.32844919531512623,0.3707706551559819
