species,measured_sum,reconstructed_sum,closure_pct,closure_w_pct,Q_species,q_share_pct,rmse,nrmse,median_residual
CH4,422631.88017,56464.674012655356,13.360249584092646,13.39392186107372,20770.717600843436,91.6545367642123,1309.396225135159,88.29857416658032,1228.603737326324
NOX,3387.7455430600003,2808.9554082115123,82.91518275231225,102.71243159833575,368.13232007546367,1.624450243504405,6.292936209638442,52.9404229730601,0.08287558305445408
NO,954.6985602335999,848.8563376738483,88.91354538820572,101.48136171615788,271.3749806690551,1.1974910362080753,1.2671145792507237,37.82635379675171,0.015366808495351991
NO2,1926.628360898495,1484.1012130162133,77.03100624575532,103.49251659329468,506.75727188744054,2.2361578400571624,4.628314784748022,68.46518718524572,0.059464861561399296
SO2,219.47800022200002,215.42092554899747,98.15148913836519,99.03079456664652,111.33124753045179,0.4912692048430266,0.19089417524028163,24.788288524795316,0.028521766232088575
H2S,142.76698534999997,160.6411038472583,112.5197842158249,103.57405947138709,180.66302019073288,0.7972081535272889,0.33235952726845724,66.347597828233,-0.13600860390372266
Benzene,44.809999999999995,54.42106470365006,121.44848182024117,99.06230372659576,22.762442248937155,0.10044338091928764,0.09125821605201642,58.04193611877858,-0.010263334249130063
Toluene,103.995,96.49800252684976,92.79100199706693,99.07851963345851,69.80148798524607,0.30801165225416527,0.07519718030909871,20.607910368857283,0.040849401225147464
Ethylbenzene,11.62,11.04476273029422,95.04959320390896,99.8099386351777,27.190895178939375,0.11998472800615914,0.010114101364241089,24.80653088475654,0.0027649437057057497
PM1 FIDAS,495.39,519.6131740054749,104.8897180010648,102.11167478462072,55.35994409945226,0.24428573577650226,0.3175855064211023,18.270830927151167,-0.1078197298224306
PM2.5 FIDAS,677.79,702.6817549895414,103.67248778966075,101.78355058723531,88.15801786743914,0.38901315038644485,0.4075209878781614,17.13561450379557,-0.010502688511291325
PM4 FIDAS,847.8000000000001,877.7690735866477,103.53492257450432,101.05623976893824,49.882290272669614,0.2201146005419598,0.4683667162816674,15.744811764599575,-0.0019901878624972724
PM10 FIDAS,1163.3400000000001,1181.4770405228319,101.55904899022056,100.14207028337017,50.77908942979822,0.22407188853252114,0.6126080715900686,15.007934086610065,-0.03087847827037926
TSP FIDAS,1461.51,1450.6670914029269,99.25810233271937,99.61231330368936,89.05281888610332,0.39296162123073003,1.0290967504868411,20.067777428053844,0.03887205293191309
